tool_,runnum_,time_amin,time_amax,lot_nunique,iongaugepressure_amin,iongaugepressure_amax,iongaugepressure_mean,iongaugepressure_std,etchbeamvoltage_amin,etchbeamvoltage_amax,etchbeamvoltage_mean,etchbeamvoltage_std,etchbeamcurrent_amin,etchbeamcurrent_amax,etchbeamcurrent_mean,etchbeamcurrent_std,etchsuppressorvoltage_amin,etchsuppressorvoltage_amax,etchsuppressorvoltage_mean,etchsuppressorvoltage_std,etchsuppressorcurrent_amin,etchsuppressorcurrent_amax,etchsuppressorcurrent_mean,etchsuppressorcurrent_std,flowcoolflowrate_amin,flowcoolflowrate_amax,flowcoolflowrate_mean,flowcoolflowrate_std,flowcoolpressure_amin,flowcoolpressure_amax,flowcoolpressure_mean,flowcoolpressure_std,etchgaschannel1readback_amin,etchgaschannel1readback_amax,etchgaschannel1readback_mean,etchgaschannel1readback_std,etchpbngasreadback_amin,etchpbngasreadback_amax,etchpbngasreadback_mean,etchpbngasreadback_std,fixturetiltangle_amin,fixturetiltangle_amax,fixturetiltangle_mean,fixturetiltangle_std,rotationspeed_amin,rotationspeed_amax,rotationspeed_mean,rotationspeed_std,actualrotationangle_amin,actualrotationangle_amax,actualrotationangle_mean,actualrotationangle_std,fixtureshutterposition_amin,fixtureshutterposition_amax,fixtureshutterposition_mean,fixtureshutterposition_std,etchsourceusage_amin,etchsourceusage_amax,etchsourceusage_mean,etchsourceusage_std,etchauxsourcetimer_amin,etchauxsourcetimer_amax,etchauxsourcetimer_mean,etchauxsourcetimer_std,etchaux2sourcetimer_amin,etchaux2sourcetimer_amax,etchaux2sourcetimer_mean,etchaux2sourcetimer_std,actualstepduration_amin,actualstepduration_amax,actualstepduration_mean,actualstepduration_std,TTF_FlowCool Pressure Dropped Below Limit_mean,TTF_Flowcool Pressure Too High Check Flowcool Pump_mean,TTF_Flowcool leak_mean
06M02,10511225,3282782,3306194,9,-1.2004339996063822,0.7601247656685729,0.04724897958998131,0.3906313446758633,-0.9861389735248488,1.488524171989384,0.07718344957683536,1.1593417633746548,-0.9846282897487812,0.8815274218951464,-0.20442219611378037,0.8560610751332862,-0.9774276337794626,2.0293778177141304,0.11478371273038927,1.1890300716346869,-1.0193442139049027,3.419821466725154,-0.31923594132603533,0.7220706473845191,-3.109792830282833,0.5564036407295953,0.304917534545717,0.8989820215246982,-2.882408726961045,0.464717042847532,0.23183694018445572,0.7328261219230287,-1.848571990999974,1.4206196932638238,-0.5423876079786452,0.6540064496006368,-3.2498069079208443,1.125201410112057,0.030925187614206782,0.9425184877238556,-1.4636291208198364,1.8965972283955104,0.6232997919809476,1.4019619101075793,0.014341853800263156,0.014341853800263156,0.014341853800261829,0.0,-0.0579979884681881,-0.05786615281737568,-0.05795745049097452,4.64143538668933e-05,0,3,0.8604181951577403,0.4158787074885291,-1.3031150452346725,-1.2823184914105252,-1.292699659660389,0.00602006811013453,-1.3211253337673492,-1.303429443005689,-1.312263543386707,0.005122634496806595,-1.3211253346670702,-1.3034294439058598,-1.3122635423089377,0.0051226339018331625,-0.6482068542534566,0.8254179655097985,-0.006041232899666123,0.46311206286313605,3276554.399486427,5704046.399486427,1606658.399486427
06M02,10513093,3306910,3320782,4,-1.1986174567407801,0.6737504770061314,0.10175406374856656,0.3627091653199911,-0.9861389735248488,1.488524171989384,0.1741745856194937,1.0528586391705586,-0.9842026033966368,1.3633398965846155,0.05795134766647425,0.9463404328289182,-0.9774276337794626,2.029205470085626,0.19049781760816223,1.0682607693620019,-1.0193442139049027,1.1951129272652077,-0.09058712932454602,0.7956457043776427,-3.109792830282833,0.5980707944004648,0.19222671115077616,0.8058802509015378,-2.881706302317636,0.4710238342193669,0.17677832352487047,0.6251047347550531,-1.848571990999974,1.439282779920524,-0.13959789571650683,0.929610367961322,-3.0991527985511604,1.2020202966647444,0.11406085250015666,0.819684116263943,-1.4636291208198364,1.8965972283955104,0.33676431545154756,1.2424391594864372,0.014341853800263156,0.014341853800263156,0.01434185380026256,0.0,-0.05801682213258987,-0.05797915480378633,-0.05799339489150507,1.8267600444553002e-05,0,3,0.8851873884592505,0.41025326969764747,-1.2823184914105252,-1.269124411554357,-1.275623884414706,0.0038282031143675862,-1.303429443005689,-1.292197665077348,-1.2977304247198551,0.0032577396898605267,-1.3034294439058598,-1.2921976659778038,-1.2977304256201667,0.0032577396897750317,-0.7300748997958596,0.8254179655097985,-0.029715117886308793,0.47232225569931124,3257333.813206425,5684825.813206425,1587437.8132064247
06M02,10514073,3321642,3333822,3,-1.1986174567407801,0.7272776563448513,0.1463557873808437,0.3515457657453469,-0.9861389735248488,1.488594873283956,-0.0003413199702936858,0.979706390952232,-0.9843444988473516,1.3799397288304278,0.024988668649706874,1.007482655140974,-0.9774276337794626,2.0293778177141304,0.005109426092742389,0.9877049850143675,-1.0193442139049027,1.3330555734417109,-0.08596702596780417,0.8520069125312816,-3.109792830282833,0.5656385771632443,0.13089344085437163,0.7700705059784523,-2.881706302317636,0.3930636065682545,0.11517187288293573,0.5772298420475891,-1.848571990999974,1.4812717959767785,0.10796751702214803,0.9437545495976425,-3.4465223489469192,0.42884956725255696,0.13925301642278448,0.7918826572897312,-1.4216262914546447,1.8965972283955104,-0.15212181573808597,0.7037080906953823,0.014341853800263156,0.014341853800263156,0.014341853800262832,0.0,-0.05801682213258987,-0.05796032113938456,-0.05799500631134038,1.718760590771207e-05,0,3,0.9038396194359497,0.3831009705066253,-1.269124411554357,-1.2574516705077678,-1.2632517609624418,0.0033744417369243745,-1.292197665077348,-1.282265179219757,-1.2872017513252842,0.002873664663698483,-1.2921976659778038,-1.2822651801204659,-1.2872017510046077,0.0028736635195403264,-0.7300748997958596,4.2092971812624596,-0.23950551071154633,0.6754021302277579,3243433.957866123,5670925.957866123,1573537.957866123
06M02,10514902,3338198,3354690,5,-1.2012027952227171,0.7491147791248578,0.09249774716126449,0.35488405671608525,-0.9861389735248488,1.488524171989384,0.1556391428204125,1.0735542595917216,-0.98391878225321,1.3650425210252046,0.01252963181313794,0.9387384278982323,-0.9774276337794626,2.0293778177141304,0.17368677132224172,1.0920824160318672,-1.0193442139049027,1.272851522549753,-0.12685853605482034,0.7959004310322092,-3.109792830282833,0.5615708075436606,0.23109707521036243,0.7837992860650406,-2.881706302317636,0.4710238342193669,0.21747635793921863,0.6027064722027203,-1.848571990999974,1.4592345919584149,-0.2000168017056704,0.8994699449111146,-3.4465223489469192,0.7371978505772986,0.11682254013318889,0.8099865678327687,-1.4636291208198364,1.8965972283955104,0.37764972288385323,1.2794889431995367,0.014341853800263156,0.014341853800263156,0.014341853800262264,0.0,-0.0579979884681881,-0.05788498648177745,-0.0579484737752228,3.322547560068678e-05,0,3,0.886152299572757,0.4126661621872982,-1.2574516705077678,-1.2418373748199951,-1.2495578683765116,0.00451737828809236,-1.282265179219757,-1.2689577687302585,-1.2755376830852727,0.0038512693379480095,-1.2822651801204659,-1.2689577696313057,-1.27553768398615,0.003851269337850472,-0.7300748997958596,4.2092971812624596,0.06112348766361717,0.7446588989144821,3224738.5343051017,5652230.534305102,1554842.5343051017
06M02,10516024,3359546,3375810,5,-1.2001625718139688,0.8854131968059695,0.11059126207863362,0.3440478100510575,-0.9861389735248488,1.488524171989384,-0.228403890990716,0.9834595145716781,-0.98391878225321,1.3652542150053846,-0.27206569622848115,0.9357136091895435,-0.9774276337794626,2.0293778177141304,-0.2163313629811253,1.0001731251196952,-1.0193442139049027,4.763248176311438,-0.35285632464639466,0.7889920191716047,-3.109792830282833,0.5648323525539578,0.23588517753972196,0.7694561781903444,-2.881706302317636,0.4148381490418157,0.17981396483888143,0.5834016535415193,-1.848571990999974,1.483087727195729,-0.08356202695376827,0.8323947604433247,-3.1430013826351337,0.7633480904789324,0.12316193598702134,0.7969450996415632,-1.2536149739938771,1.8965972283955104,-0.07257314371069672,0.6067379926759353,0.014341853800263156,0.014341853800263156,0.014341853800262287,0.0,-0.05801682213258987,-0.05797915480378633,-0.058003826280049166,8.845232292214843e-06,0,3,0.9016059138414478,0.36552752695028096,-1.2418373748199951,-1.226421422888256,-1.2340928348683153,0.0044309583470314535,-1.2689577687302585,-1.2558282696031446,-1.2623629488083652,0.0037747772733477463,-1.2689577696313057,-1.2558282705045258,-1.2623629497095836,0.0037747772732500103,-0.7300748997958596,4.2092971812624596,0.2795516940359156,1.0978238044242818,3203481.9775681878,5630973.977568188,1533585.9775681875
06M02,10517102,3376686,3388702,3,-1.2003731194466478,0.7272776563448513,0.14581604061625372,0.3378452139984633,-0.9861389735248488,1.488312068105668,0.0032185122418603375,0.9798465325054478,-0.98391878225321,1.3815727966775293,0.027419212923143855,1.007530986292418,-0.9774276337794626,2.0293778177141304,0.011330248812772321,0.9859767458982179,-1.0193442139049027,1.3218100574360103,-0.09192833208294932,0.8398418826588301,-3.109792830282833,0.5730778315125734,0.14446183600962378,0.7446831427795532,-2.881706302317636,0.4022015488113874,0.1251416675126961,0.5416689407837436,-1.848571990999974,1.4812717959767785,0.11324764539058792,0.9388687751501165,-3.4465223489469192,0.7907028868856827,0.15902416515398515,0.7402657771238085,-1.4216262914546447,1.8965972283955104,-0.1575459146267774,0.6951954407644666,0.014341853800263156,0.014341853800263156,0.014341853800262839,0.0,-0.0579979884681881,-0.05797915480378633,-0.05798854274015411,9.418393594190318e-06,0,3,0.9024889191953631,0.37853014665541407,-1.226421422888256,-1.2147529019215824,-1.2205660950983679,0.003380697850987963,-1.2558282696031446,-1.2458921895766168,-1.2508429973695827,0.0028793542614563954,-1.2558282705045258,-1.2458921904782507,-1.2508429982710902,0.002879354261382139,-0.7300748997958596,4.2092971812624596,-0.11548211253503458,0.976031933918362,3188453.7627003067,5615945.762700307,1518557.762700307
06M02,10517831,3389598,3398102,2,-1.2007235325767758,0.6737504770061314,0.13904461671165905,0.3317151943435535,-0.9861389735248488,1.488359202302049,0.2655437841824354,0.9640303347356078,-0.9838478345278524,1.3631977591979236,0.2524530988491702,0.9494891903599891,-0.9774276337794626,2.0293778177141304,0.27729332161134373,0.9660350589173076,-1.0193442139049027,1.239107924052398,0.06245970832484468,0.7937120992327692,-3.109792830282833,0.5552675969619641,0.12322182347976046,0.727044137340871,-2.881706302317636,0.4710238342193669,0.15344948407395653,0.5362051163756402,-1.848571990999974,1.439282779920524,0.12713851768790851,0.9691307360795908,-3.153862845914285,0.409740301035546,0.17085323746842307,0.7127736093742005,-1.4636291208198364,1.8965972283955104,0.13787933248538872,1.0576259232677145,0.014341853800263156,0.014341853800263156,0.01434185380026348,0.0,-0.05797915480378633,-0.05796032113938456,-0.05797337506547841,8.688173520541621e-06,0,3,0.9053537284894837,0.4145027722203365,-1.2147529019215824,-1.206399253728624,-1.2105402374045173,0.0024636522674731562,-1.2458921895766168,-1.23877573508122,-1.2423043963378841,0.0020987907389732846,-1.2458921904782507,-1.2387757359830347,-1.2423043972396086,0.0020987907389190537,-0.7300748997958596,4.2092971812624596,0.15138410183234768,0.9266063821122871,3177301.9063097513,5604793.906309752,1507405.9063097513
06M02,10518327,3399038,3410138,3,-1.1994805701427391,0.6949790979434004,0.13380946724852671,0.3294650731032599,-0.9861389735248488,1.4884299035966213,-0.055901588003220884,0.9881159063108973,-0.984060707945922,1.36518163421218,-0.06444252305637745,0.9836759673754862,-0.9774276337794626,2.0293778177141304,-0.044311982768507854,0.9963648529049882,-1.0193442139049027,1.1722834722015982,-0.1844626797338355,0.8229476495143696,-3.109792830282833,0.5564036407295953,0.18395428863597654,0.7390292245107241,-2.881706302317636,0.39515819786328,0.13506486141120874,0.5403821162664169,-1.848571990999974,1.4545717492155603,0.046772731366680226,0.8933155374757983,-3.091308181130295,0.4147721653795586,0.15584416588390101,0.7434523745339034,-1.2536149739938771,1.8965972283955104,-0.07745811252753135,0.6399959232482114,0.014341853800263156,0.014341853800263156,0.014341853800263022,0.0,-0.05801682213258987,-0.057941487474982775,-0.05795870583064264,2.060357519275374e-05,0,3,0.9083179297597043,0.37253273484119037,-1.206399253728624,-1.195652820223512,-1.2010055212252737,0.003110439918986648,-1.23877573508122,-1.2296267780519103,-1.2341822994845844,0.0026481091069222476,-1.2387757359830347,-1.2296267789539577,-1.2341823003865162,0.0026481091068512727,-0.7300748997958596,4.2092971812624596,0.0509260777111878,0.5837462106885458,3166560.382994455,5594052.382994454,1496664.3829944548
06M02,10519059,3410966,3422574,3,-1.2002903272254832,0.7491147791248578,0.11881372044744863,0.331374115599127,-0.9861389735248488,1.488524171989384,0.005244955702451098,1.0152883031495623,-0.98391878225321,1.3622753782842834,-0.03304915137963992,0.976780229425537,-0.9774276337794626,2.0293778177141304,0.01856185398468363,1.0312952544410643,-1.0193442139049027,1.1630191411473727,-0.15864793230319219,0.7993631091113758,-3.109792830282833,0.5584924953991107,0.1920984752402668,0.741627867535223,-2.881706302317636,0.4169327403368412,0.17728500566135427,0.5495568019880198,-1.837166642503897,1.4693452283581212,-0.011248978463902267,0.9144032772489651,-3.0711943602429788,0.4376996484429771,0.1562252634415362,0.744711688061107,-1.2536149739938771,1.8965972283955104,-0.14673652629684142,0.6644127438484357,0.014341853800263156,0.014341853800263156,0.014341853800262918,0.0,-0.0579979884681881,-0.057922653810580996,-0.057961805205519315,2.9505659023868713e-05,0,3,0.9098939929328622,0.364578213855873,-1.195652820223512,-1.1844084172883578,-1.190005636031961,0.0032561479291478247,-1.2296267780519103,-1.2200429265812154,-1.2248156622484871,0.0027749837006539814,-1.2296267789539577,-1.2200429274835063,-1.2248156606106066,0.0027749807794878465,-0.7300748997958596,4.2092971812624596,0.37500967900385407,0.9478507644165597,3154379.077031802,5581871.077031802,1484483.0770318022
06M02,10519823,3423514,3441742,4,-1.204014268576655,0.6949790979434004,0.07796497593717998,0.4026041305287384,-0.9861389735248488,1.8223992520570012,0.1562631864830499,1.0550643618060798,-0.9886013926107924,1.3642622774982562,0.04600042080708746,0.9508002381235574,-0.9774276337794626,2.0293778177141304,0.17695168501322375,1.0712458920171268,-1.0193442139049027,3.877989875574317,-0.10526476750203309,0.7990551376780491,-3.109792830282833,0.5564036407295953,0.12467225844094705,0.9104531498770089,-2.8964574960390825,0.4815658431547697,0.14530079715478436,0.676606503866051,-1.848571990999974,1.4377245937778114,-0.17006623277426924,0.9673252680812063,-3.4465223489469192,0.4324723277603977,0.04525795328533365,0.9555351223154812,-1.4636291208198364,1.8965972283955104,0.36934407574454886,1.2244201705173912,0.014341853800263156,0.014341853800263156,0.014341853800262611,0.0,-0.0579979884681881,9.51664384064965,0.06192641099123508,1.0648880788002089,0,3,0.8668295662797801,0.4180241343161374,-1.1844084172883578,-1.1717566177013459,-1.1778920254849368,0.0037326596134553526,-1.2200429265812154,-1.2093053468817212,-1.21452856520498,0.003124555300025048,-1.2200429274835063,-1.2093053477842852,-1.2145285628140339,0.0031245527615904618,-0.8119429453382626,4.2092971812624596,0.042329522025360986,0.7994503371990638,3140783.529627367,5568275.529627367,1470887.5296273672
